metric,timestamp,value,labels
rps,1789811716,141.81907068731806,{}
rps,1789811731,217.039621341748,{}
rps,1789811746,262.5777777777777,{}
rps,1789811761,252.75555555555553,{}
rps,1789811776,239.62222222222218,{}
rps,1789811791,248.2167062954157,{}
rps,1789811806,260.43865691873515,{}
rps,1789811821,253.6109506244167,{}
rps,1789811836,246.28888888888886,{}
rps,1789811851,258.2444444444444,{}
rps,1789811866,268.46666666666664,{}
rps,1789811881,269.5598071239695,{}
rps,1789811896,243.02222222222218,{}
error_rate,1789811716,0,{}
error_rate,1789811731,0,{}
error_rate,1789811746,0,{}
error_rate,1789811761,0,{}
error_rate,1789811776,0,{}
error_rate,1789811791,0,{}
error_rate,1789811806,0,{}
error_rate,1789811821,0,{}
error_rate,1789811836,0,{}
error_rate,1789811851,0,{}
error_rate,1789811866,0,{}
error_rate,1789811881,0,{}
error_rate,1789811896,0,{}
cpu_cores,1789811716,0.612133721719892,{}
cpu_cores,1789811731,0.5789603500188344,{}
cpu_cores,1789811746,0.7283213674507688,{}
cpu_cores,1789811761,0.7156709285643412,{}
cpu_cores,1789811776,0.6818829875642162,{}
cpu_cores,1789811791,0.691345451920122,{}
cpu_cores,1789811806,0.7303193704166631,{}
cpu_cores,1789811821,0.7384507830496794,{}
cpu_cores,1789811836,0.68772606896591,{}
cpu_cores,1789811851,0.751171661698758,{}
cpu_cores,1789811866,0.7450228247478022,{}
cpu_cores,1789811881,0.7306767372528145,{}
cpu_cores,1789811896,0.6497384338564485,{}
memory_working_set_bytes,1789811716,832917504,{}
memory_working_set_bytes,1789811731,835317760,{}
memory_working_set_bytes,1789811746,834174976,{}
memory_working_set_bytes,1789811761,841302016,{}
memory_working_set_bytes,1789811776,833032192,{}
memory_working_set_bytes,1789811791,829763584,{}
memory_working_set_bytes,1789811806,837459968,{}
memory_working_set_bytes,1789811821,827412480,{}
memory_working_set_bytes,1789811836,826294272,{}
memory_working_set_bytes,1789811851,826568704,{}
memory_working_set_bytes,1789811866,825077760,{}
memory_working_set_bytes,1789811881,824262656,{}
memory_working_set_bytes,1789811896,823152640,{}
