metric,timestamp,value,labels
rps,1789817454,651.6378801288666,{}
error_rate,1789817454,0,{}
latency_p50_seconds,1789817454,0.0041918997613063815,{}
latency_p95_seconds,1789817454,0.08491295930752388,{}
latency_p99_seconds,1789817454,0.1528860380310311,{}
cpu_cores,1789817454,2.0159457115875954,{}
memory_working_set_bytes,1789817454,2345384084.9454546,{}
running_pods,1789817454,23,{}
restarts,1789817454,0,{}
cpu_throttle_ratio,1789817454,0.0939746025346737,{}
postgres_connections,1789817454,56,{}
postgres_cache_hit_ratio,1789817454,0.9998376980283964,{}
postgres_locks,1789817454,19,{}
redis_memory_bytes,1789817454,3489976,{}
redis_ops_per_second,1789817454,657.608823508178,{}
redis_hit_ratio,1789817454,0,{}
rps_by_tenant,1789817454,111.8403907807737,"{""tenant"": ""ibm""}"
rps_by_tenant,1789817454,0.36969248857589604,"{""tenant"": ""unknown""}"
rps_by_tenant,1789817454,28.157234457764147,"{""tenant"": ""mongo""}"
rps_by_tenant,1789817454,27.957236881977188,"{""tenant"": ""oracle""}"
rps_by_tenant,1789817454,28.520866413740443,"{""tenant"": ""qualcomm""}"
rps_by_tenant,1789817454,28.569350674537276,"{""tenant"": ""salesforce""}"
rps_by_tenant,1789817454,28.181476588162568,"{""tenant"": ""sap""}"
rps_by_tenant,1789817454,28.54510854413886,"{""tenant"": ""shopify""}"
rps_by_tenant,1789817454,28.77540878292384,"{""tenant"": ""stripe""}"
rps_by_tenant,1789817454,28.508745348541233,"{""tenant"": ""twilio""}"
rps_by_tenant,1789817454,111.55419532741432,"{""tenant"": ""datadog""}"
rps_by_tenant,1789817454,97.0351874522733,"{""tenant"": ""intel""}"
rps_by_tenant,1789817454,103.62298638804378,"{""tenant"": ""binance""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""ibm""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""unknown""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""mongo""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""oracle""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""qualcomm""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""salesforce""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""sap""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""shopify""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""stripe""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""twilio""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""datadog""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""intel""}"
error_rate_by_tenant,1789817454,0,"{""tenant"": ""binance""}"
cpu_cores_by_namespace,1789817454,0.9791054246459661,"{""namespace"": ""hybrid-grouped""}"
cpu_cores_by_namespace,1789817454,0.3115144122080327,"{""namespace"": ""binance""}"
cpu_cores_by_namespace,1789817454,0.7253258747335966,"{""namespace"": ""shared-grouped""}"
memory_bytes_by_namespace,1789817454,864790732.8,"{""namespace"": ""hybrid-grouped""}"
memory_bytes_by_namespace,1789817454,715003655.7575758,"{""namespace"": ""binance""}"
memory_bytes_by_namespace,1789817454,765589696.3878788,"{""namespace"": ""shared-grouped""}"
cpu_cores_by_tenant,1789817454,0.24764743687060375,"{""tenant"": ""datadog""}"
cpu_cores_by_tenant,1789817454,0.24546397470424436,"{""tenant"": ""ibm""}"
cpu_cores_by_tenant,1789817454,0.2089471682292394,"{""tenant"": ""intel""}"
cpu_cores_by_tenant,1789817454,0.3115144122080327,"{""tenant"": ""binance""}"
memory_bytes_by_tenant,1789817454,52892057.6,"{""tenant"": ""datadog""}"
memory_bytes_by_tenant,1789817454,51781632,"{""tenant"": ""ibm""}"
memory_bytes_by_tenant,1789817454,53791278.54545455,"{""tenant"": ""intel""}"
memory_bytes_by_tenant,1789817454,715003655.7575758,"{""tenant"": ""binance""}"
resource_requests,1789817454,3.2,"{""resource"": ""cpu"", ""unit"": ""core""}"
resource_requests,1789817454,5368709120,"{""resource"": ""memory"", ""unit"": ""byte""}"
resource_limits,1789817454,7.15,"{""resource"": ""cpu"", ""unit"": ""core""}"
resource_limits,1789817454,12348030976,"{""resource"": ""memory"", ""unit"": ""byte""}"
