metric,timestamp,value,labels
rps,1788984523,5.5555461742770875,{}
rps,1788984538,17.689064717082335,{}
rps,1788984553,33.84419111674062,{}
rps,1788984568,44.977452352910674,{}
rps,1788984583,48.48888841085322,{}
rps,1788984598,48.020797610058175,{}
rps,1788984613,47.64695441548207,{}
rps,1788984628,46.99930816352229,{}
rps,1788984643,46.91144991523851,{}
error_rate,1788984523,0,{}
error_rate,1788984538,0,{}
error_rate,1788984553,0,{}
error_rate,1788984568,0,{}
error_rate,1788984583,0,{}
error_rate,1788984598,0,{}
error_rate,1788984613,0,{}
error_rate,1788984628,0,{}
error_rate,1788984643,0,{}
cpu_cores,1788984523,0.18335942629429533,{}
cpu_cores,1788984538,0.30902767937387804,{}
cpu_cores,1788984553,0.6089189384715026,{}
cpu_cores,1788984568,0.7852871885030739,{}
cpu_cores,1788984583,0.7524309931760528,{}
cpu_cores,1788984598,0.7984156449296296,{}
cpu_cores,1788984613,0.8042894299278988,{}
cpu_cores,1788984628,0.8048671186012348,{}
cpu_cores,1788984643,0.8037131364116067,{}
memory_working_set_bytes,1788984523,897302528,{}
memory_working_set_bytes,1788984538,917495808,{}
memory_working_set_bytes,1788984553,907345920,{}
memory_working_set_bytes,1788984568,908713984,{}
memory_working_set_bytes,1788984583,907980800,{}
memory_working_set_bytes,1788984598,909103104,{}
memory_working_set_bytes,1788984613,915537920,{}
memory_working_set_bytes,1788984628,916832256,{}
memory_working_set_bytes,1788984643,915460096,{}
