metric,runs,mean,sample_standard_deviation,minimum,maximum
cpu_cores,3,0.29100712268047046,0.004683490267338292,0.2882788598776464,0.29641507871251344
cpu_cores_per_rps,3,0.018579954038942335,8.577429022658862e-05,0.01850444263379908,0.018673214242537244
cpu_throttle_ratio,3,0.1178280441508341,0.004442327729956906,0.11275542875416927,0.12102443172197228
error_rate,3,0.0,0.0,0.0,0.0
k6_steady_checks_rate,3,1.0,0.0,1.0,1.0
k6_steady_error_rate,3,0.0,0.0,0.0,0.0
k6_steady_http_requests,3,1830.6666666666667,32.39341496868358,1810.0,1868.0
k6_steady_latency_p50_ms,3,46.92109033333333,0.8128436676376213,46.078979000000004,47.7011045
k6_steady_latency_p95_ms,3,150.25402154999998,0.7502646476977979,149.67932489999998,151.1027876
k6_steady_latency_p99_ms,3,161.86505583666664,6.674066510663106,156.04251886,169.14859045999987
k6_steady_rps,3,15.255555555555555,0.2699451247390294,15.083333333333334,15.566666666666666
latency_p50_seconds,3,0.0039099266783872875,4.403628910367943e-05,0.0038668893129770988,0.003954898157129001
latency_p95_seconds,3,0.16138415451650737,0.007932489779135835,0.15655555555555545,0.17053921568627448
latency_p99_seconds,3,0.2325845232109938,0.0014150151758120792,0.2313111111111111,0.2341078431372549
memory_bytes_per_rps,3,48045990.34272807,194145.99858905876,47851150.53738203,48239435.01542258
memory_working_set_bytes,3,752518263.1957673,12141711.921856022,744724992.0,766507958.8571429
postgres_cache_hit_ratio,3,0.9999168812602658,9.021211826539641e-05,0.9998209465043248,1.0
postgres_connections,3,4.0,0.0,4.0,4.0
postgres_locks,3,1.3333333333333333,0.5773502691896257,1.0,2.0
redis_hit_ratio,3,0.0,0.0,0.0,0.0
redis_memory_bytes,3,929618.6666666666,18.475208614068023,929608.0,929640.0
redis_ops_per_second,3,12.75230080197271,0.2525763693731826,12.504642812925592,13.00952380952381
restarts,3,0.0,0.0,0.0,0.0
rps,3,15.663240883032486,0.31138115480029255,15.438095238095237,16.01858994504919
rps_per_tenant,3,15.663240883032486,0.31138115480029255,15.438095238095237,16.01858994504919
running_pods,3,7.0,0.0,7.0,7.0
tenant_count,3,1.0,0.0,1.0,1.0
