metric,runs,mean,sample_standard_deviation,minimum,maximum
cpu_cores,3,0.7051755223188761,0.031578672091144094,0.6722265373420085,0.7351772400507077
cpu_cores_per_rps,3,0.002676991900101396,0.0003143250105739263,0.0024484956611407526,0.003035457778677835
cpu_throttle_ratio,3,0.3052646759608637,0.012907513185237756,0.29116038504311076,0.3164888269216098
error_rate,3,0.0,0.0,0.0,0.0
k6_steady_checks_rate,3,1.0,0.0,1.0,1.0
k6_steady_error_rate,3,0.0,0.0,0.0,0.0
k6_steady_http_requests,3,47943.0,3293.448496636922,44170.0,50242.0
k6_steady_latency_p50_ms,3,516.2040698333334,48.542342581095596,486.004042,572.198188
k6_steady_latency_p95_ms,3,1018.724232883333,87.51430501782197,919.7212343,1085.7630719499996
k6_steady_latency_p99_ms,3,1656.6511067899994,138.63575182246137,1561.9432841199998,1815.7757339999996
k6_steady_rps,3,266.34999999999997,18.29693609242734,245.38888888888889,279.1222222222222
k6_thresholds_passed,3,1.0,0.0,1.0,1.0
latency_p50_seconds,3,0.016513313883875152,0.0015759024959364333,0.015456492764661081,0.018324617860016088
latency_p95_seconds,3,0.09422844228212823,0.002001078288746132,0.09301479183526662,0.09653808979878743
latency_p99_seconds,3,0.1825000027036335,0.03603400010307924,0.15967538896746833,0.2240408163265299
memory_bytes_per_rps,3,3105023.598883122,231475.82455610848,2928453.3373399004,3367085.207947536
memory_working_set_bytes,3,819555742.7717172,8208276.459999207,814168206.739394,829002779.9272728
postgres_cache_hit_ratio,3,0.9999714487590321,3.807156672488379e-05,0.9999277688320748,0.9999975889758331
postgres_connections,3,22.0,0.0,22.0,22.0
postgres_locks,3,23.666666666666668,7.767453465154029,15.0,30.0
redis_hit_ratio,3,0.0,0.0,0.0,0.0
redis_memory_bytes,3,1571696.0,141861.88934312132,1407888.0,1653600.0
redis_ops_per_second,3,267.1080284361913,19.430137796911858,244.90760662056593,281.01647868800796
restarts,3,0.0,0.0,0.0,0.0
rps,3,264.9210393710872,19.756499054028534,242.1964967573792,278.01986678707146
rps_per_tenant,3,26.49210393710872,1.9756499054028538,24.21964967573792,27.801986678707145
running_pods,3,7.0,0.0,7.0,7.0
tenant_count,3,10.0,0.0,10.0,10.0
