metric,runs,mean,sample_standard_deviation,minimum,maximum
cpu_cores,3,0.7272017136530494,0.006192128732923271,0.7204378809437392,0.7325912115267076
cpu_cores_per_rps,3,0.002834373907245813,0.00012812531226552028,0.0026897407384456804,0.002933653994854129
cpu_throttle_ratio,3,0.31175604568423876,0.020783264649761938,0.2906292308481915,0.3321778181119673
error_rate,3,0.0,0.0,0.0,0.0
k6_steady_checks_rate,3,1.0,0.0,1.0,1.0
k6_steady_error_rate,3,0.0,0.0,0.0,0.0
k6_steady_http_requests,3,46632.333333333336,2269.979809014462,44949.0,49214.0
k6_steady_latency_p50_ms,3,541.0397156666667,51.65572741068576,483.4752505,583.352042
k6_steady_latency_p95_ms,3,958.9984539999999,26.63127660251929,929.7894277499997,981.9306008
k6_steady_latency_p99_ms,3,1415.4778267666663,29.67906136031513,1389.02685784,1447.5740919599998
k6_steady_rps,3,259.0685185185185,12.610998938969225,249.71666666666667,273.4111111111111
k6_thresholds_passed,3,1.0,0.0,1.0,1.0
latency_p50_seconds,3,0.01769580252246314,0.0012784211980171984,0.016219883462092445,0.01845841879545031
latency_p95_seconds,3,0.09566477181825356,0.0007085688518299991,0.09512656290985397,0.09646755988281924
latency_p99_seconds,3,0.20156637999780389,0.006583465699938122,0.19614510489510506,0.2088921397379913
memory_bytes_per_rps,3,3232658.293491086,171437.20996078465,3035320.9895339874,3344899.2816482726
memory_working_set_bytes,3,829164391.6597773,6593504.075450804,822184138.7313131,835287263.4181818
postgres_cache_hit_ratio,3,0.9999946281733284,8.75323048743662e-06,0.9999845276357523,1.0
postgres_connections,3,22.0,0.0,22.0,22.0
postgres_locks,3,44.666666666666664,55.716544520755534,12.0,109.0
redis_hit_ratio,3,0.0,0.0,0.0,0.0
redis_memory_bytes,3,1559309.3333333333,47287.29644770711,1532008.0,1613912.0
redis_ops_per_second,3,259.5598986182451,12.223486048741119,251.85602686011768,273.65397202492056
restarts,3,0.0,0.0,0.0,0.0
rps,3,256.92256143957087,12.082911615966081,249.71970546347083,270.87222127948417
rps_per_tenant,3,25.692256143957085,1.208291161596607,24.971970546347084,27.087222127948415
running_pods,3,7.0,0.0,7.0,7.0
tenant_count,3,10.0,0.0,10.0,10.0
