metric,timestamp,value,labels
rps,1789813640,82.64444444444443,{}
rps,1789813655,103.99768894024578,{}
rps,1789813670,108.33092597942269,{}
rps,1789813685,107.90871313970801,{}
rps,1789813700,108.35555555555554,{}
rps,1789813715,107.79760449767784,{}
rps,1789813730,107.7753827692718,{}
rps,1789813745,108.15315215217441,{}
rps,1789813760,108.95555555555553,{}
rps,1789813775,109.39999999999999,{}
rps,1789813790,109.24201684407012,{}
rps,1789813805,109.50867758494255,{}
rps,1789813820,108.57536499188906,{}
error_rate,1789813640,0,{}
error_rate,1789813655,0,{}
error_rate,1789813670,0,{}
error_rate,1789813685,0,{}
error_rate,1789813700,0,{}
error_rate,1789813715,0,{}
error_rate,1789813730,0,{}
error_rate,1789813745,0,{}
error_rate,1789813760,0,{}
error_rate,1789813775,0,{}
error_rate,1789813790,0,{}
error_rate,1789813805,0,{}
error_rate,1789813820,0,{}
cpu_cores,1789813640,0.267685948968823,{}
cpu_cores,1789813655,0.29877645248195445,{}
cpu_cores,1789813670,0.2650474890839591,{}
cpu_cores,1789813685,0.2886229602196725,{}
cpu_cores,1789813700,0.26821000112765386,{}
cpu_cores,1789813715,0.21317221685362642,{}
cpu_cores,1789813730,0.24142212657813636,{}
cpu_cores,1789813745,0.25929181793953193,{}
cpu_cores,1789813760,0.2652872454893478,{}
cpu_cores,1789813775,0.2551192042195879,{}
cpu_cores,1789813790,0.2769197311967747,{}
cpu_cores,1789813805,0.2804217822923251,{}
cpu_cores,1789813820,0.2701164743198434,{}
memory_working_set_bytes,1789813640,879738880,{}
memory_working_set_bytes,1789813655,885800960,{}
memory_working_set_bytes,1789813670,882081792,{}
memory_working_set_bytes,1789813685,882696192,{}
memory_working_set_bytes,1789813700,887500800,{}
memory_working_set_bytes,1789813715,888950784,{}
memory_working_set_bytes,1789813730,889573376,{}
memory_working_set_bytes,1789813745,892481536,{}
memory_working_set_bytes,1789813760,888643584,{}
memory_working_set_bytes,1789813775,889896960,{}
memory_working_set_bytes,1789813790,889065472,{}
memory_working_set_bytes,1789813805,899489792,{}
memory_working_set_bytes,1789813820,899387392,{}
