metric,timestamp,value,labels
rps,1789817633,478.84199073930193,{}
rps,1789817648,583.6245433582892,{}
rps,1789817663,610.4490480035358,{}
rps,1789817678,598.0558451916215,{}
rps,1789817693,615.1568136938699,{}
rps,1789817708,616.2437589432371,{}
rps,1789817723,619.7215253160524,{}
rps,1789817738,603.4799589346319,{}
rps,1789817753,613.9193359107763,{}
rps,1789817768,613.8311488800431,{}
rps,1789817783,571.2577632416289,{}
rps,1789817798,542.5432625267571,{}
rps,1789817813,549.7202619583313,{}
error_rate,1789817633,0,{}
error_rate,1789817648,0,{}
error_rate,1789817663,0,{}
error_rate,1789817678,0,{}
error_rate,1789817693,0,{}
error_rate,1789817708,0,{}
error_rate,1789817723,0,{}
error_rate,1789817738,0,{}
error_rate,1789817753,0,{}
error_rate,1789817768,0,{}
error_rate,1789817783,0,{}
error_rate,1789817798,0,{}
error_rate,1789817813,0,{}
cpu_cores,1789817633,1.702519916381888,{}
cpu_cores,1789817648,2.0651552137541542,{}
cpu_cores,1789817663,2.0510290862024734,{}
cpu_cores,1789817678,2.0481638543192004,{}
cpu_cores,1789817693,2.0913350006835074,{}
cpu_cores,1789817708,2.0356735531445667,{}
cpu_cores,1789817723,1.9360890840199787,{}
cpu_cores,1789817738,2.0332386593735414,{}
cpu_cores,1789817753,1.9362829882060548,{}
cpu_cores,1789817768,2.0626719960066446,{}
cpu_cores,1789817783,2.140737960538764,{}
cpu_cores,1789817798,2.185602461944214,{}
cpu_cores,1789817813,2.2100178852236128,{}
memory_working_set_bytes,1789817633,2364985344,{}
memory_working_set_bytes,1789817648,2394333184,{}
memory_working_set_bytes,1789817663,2328444928,{}
memory_working_set_bytes,1789817678,2458505216,{}
memory_working_set_bytes,1789817693,2467229696,{}
memory_working_set_bytes,1789817708,2452910080,{}
memory_working_set_bytes,1789817723,2456121344,{}
memory_working_set_bytes,1789817738,2436751360,{}
memory_working_set_bytes,1789817753,2453950464,{}
memory_working_set_bytes,1789817768,2458484736,{}
memory_working_set_bytes,1789817783,2498547712,{}
memory_working_set_bytes,1789817798,2390532096,{}
memory_working_set_bytes,1789817813,2453401600,{}
