metric,timestamp,value,labels
rps,1789812812,78.59087949692243,{}
rps,1789812827,107.64338318629304,{}
rps,1789812842,110.75309437568055,{}
rps,1789812857,111.15308548698917,{}
rps,1789812872,111.70614639349361,{}
rps,1789812887,112.9111111111111,{}
rps,1789812902,113.08386293942493,{}
rps,1789812917,109.83056869406879,{}
rps,1789812932,106.59018143009607,{}
rps,1789812947,106.3479710950528,{}
rps,1789812962,108.13637779854898,{}
rps,1789812977,110.57767108977352,{}
rps,1789812992,109.49099799955545,{}
error_rate,1789812812,0,{}
error_rate,1789812827,0,{}
error_rate,1789812842,0,{}
error_rate,1789812857,0,{}
error_rate,1789812872,0,{}
error_rate,1789812887,0,{}
error_rate,1789812902,0,{}
error_rate,1789812917,0,{}
error_rate,1789812932,0,{}
error_rate,1789812947,0,{}
error_rate,1789812962,0,{}
error_rate,1789812977,0,{}
error_rate,1789812992,0,{}
cpu_cores,1789812812,0.2940740127440236,{}
cpu_cores,1789812827,0.3248832696513109,{}
cpu_cores,1789812842,0.29983089574691885,{}
cpu_cores,1789812857,0.28655801563791355,{}
cpu_cores,1789812872,0.26358676287147403,{}
cpu_cores,1789812887,0.28370415158179557,{}
cpu_cores,1789812902,0.2823247854290654,{}
cpu_cores,1789812917,0.2687424943603981,{}
cpu_cores,1789812932,0.3156258410634684,{}
cpu_cores,1789812947,0.3155172455600757,{}
cpu_cores,1789812962,0.328933364688492,{}
cpu_cores,1789812977,0.31317005596504827,{}
cpu_cores,1789812992,0.3408793689412616,{}
memory_working_set_bytes,1789812812,873730048,{}
memory_working_set_bytes,1789812827,877641728,{}
memory_working_set_bytes,1789812842,870436864,{}
memory_working_set_bytes,1789812857,869576704,{}
memory_working_set_bytes,1789812872,875212800,{}
memory_working_set_bytes,1789812887,870719488,{}
memory_working_set_bytes,1789812902,869777408,{}
memory_working_set_bytes,1789812917,870146048,{}
memory_working_set_bytes,1789812932,875642880,{}
memory_working_set_bytes,1789812947,870846464,{}
memory_working_set_bytes,1789812962,874295296,{}
memory_working_set_bytes,1789812977,870793216,{}
memory_working_set_bytes,1789812992,904224768,{}
