metric,timestamp,value,labels
rps,1789815855,269.6949132796346,{}
rps,1789815870,297.54919727994053,{}
rps,1789815885,306.7903313455204,{}
rps,1789815900,302.7200317924553,{}
rps,1789815915,310.7908649934045,{}
rps,1789815930,313.4971779032043,{}
rps,1789815945,314.30404964182236,{}
rps,1789815960,315.6352161059532,{}
rps,1789815975,319.9928890469101,{}
rps,1789815990,321.56839438203536,{}
rps,1789816005,321.708726472745,{}
rps,1789816020,318.86197491907586,{}
rps,1789816035,316.81518188484705,{}
error_rate,1789815855,0,{}
error_rate,1789815870,0,{}
error_rate,1789815885,0,{}
error_rate,1789815900,0,{}
error_rate,1789815915,0,{}
error_rate,1789815930,0,{}
error_rate,1789815945,0,{}
error_rate,1789815960,0,{}
error_rate,1789815975,0,{}
error_rate,1789815990,0,{}
error_rate,1789816005,0,{}
error_rate,1789816020,0,{}
error_rate,1789816035,0,{}
cpu_cores,1789815855,0.7854755435665535,{}
cpu_cores,1789815870,0.9811697929300722,{}
cpu_cores,1789815885,0.8479188381884919,{}
cpu_cores,1789815900,0.8365959664013449,{}
cpu_cores,1789815915,0.8718140303884149,{}
cpu_cores,1789815930,0.8617099835035932,{}
cpu_cores,1789815945,0.8503882448589288,{}
cpu_cores,1789815960,0.8699475726042868,{}
cpu_cores,1789815975,0.8557345519616181,{}
cpu_cores,1789815990,0.8286347994328527,{}
cpu_cores,1789816005,0.7996768425551926,{}
cpu_cores,1789816020,0.772909293442961,{}
cpu_cores,1789816035,0.7520850659639805,{}
memory_working_set_bytes,1789815855,907145216,{}
memory_working_set_bytes,1789815870,1052069888,{}
memory_working_set_bytes,1789815885,1012310016,{}
memory_working_set_bytes,1789815900,1058906112,{}
memory_working_set_bytes,1789815915,900444160,{}
memory_working_set_bytes,1789815930,1052274688,{}
memory_working_set_bytes,1789815945,931246080,{}
memory_working_set_bytes,1789815960,929775616,{}
memory_working_set_bytes,1789815975,913895424,{}
memory_working_set_bytes,1789815990,987107328,{}
memory_working_set_bytes,1789816005,903573504,{}
memory_working_set_bytes,1789816020,1056792576,{}
memory_working_set_bytes,1789816035,1010233344,{}
