metric,timestamp,value,labels
rps,1788983350,2.8888246927846044,{}
rps,1788983365,3.6889708660192455,{}
rps,1788983380,8.666666666666666,{}
rps,1788983395,13.844444444444443,{}
rps,1788983410,15.910757538721361,{}
rps,1788983425,15.799999999999999,{}
rps,1788983440,15.510766427412726,{}
rps,1788983455,15.310770871758406,{}
rps,1788983470,15.266327414946335,{}
error_rate,1788983350,0,{}
error_rate,1788983365,0,{}
error_rate,1788983380,0,{}
error_rate,1788983395,0,{}
error_rate,1788983410,0,{}
error_rate,1788983425,0,{}
error_rate,1788983440,0,{}
error_rate,1788983455,0,{}
error_rate,1788983470,0,{}
cpu_cores,1788983350,0.11659685174367763,{}
cpu_cores,1788983365,0.14768404215240133,{}
cpu_cores,1788983380,0.20283708731588548,{}
cpu_cores,1788983395,0.29140851406056506,{}
cpu_cores,1788983410,0.295394605707481,{}
cpu_cores,1788983425,0.24783351051195635,{}
cpu_cores,1788983440,0.28407096832769696,{}
cpu_cores,1788983455,0.2784184214905159,{}
cpu_cores,1788983470,0.28015785673906446,{}
memory_working_set_bytes,1788983350,783691776,{}
memory_working_set_bytes,1788983365,744771584,{}
memory_working_set_bytes,1788983380,742428672,{}
memory_working_set_bytes,1788983395,745988096,{}
memory_working_set_bytes,1788983410,746188800,{}
memory_working_set_bytes,1788983425,747368448,{}
memory_working_set_bytes,1788983440,746901504,{}
memory_working_set_bytes,1788983455,746487808,{}
memory_working_set_bytes,1788983470,747417600,{}
